Array name	Sample name	Batch
5500024030402071707279.C05	5500024030402071707279.C05	729
5500024030402071707279.C06	5500024030402071707279.C06	729
5500024030402071707279.C07	5500024030402071707279.C07	730
5500024030402071707279.C08	5500024030402071707279.C08	730
5500024030402071707279.C10	5500024030402071707279.C10	730
5500024030402071707279.C11	5500024030402071707279.C11	730
5500024030402071707279.C12	5500024030402071707279.C12	730
5500024030402071707279.D01	5500024030402071707279.D01	729
5500024030402071707279.D02	5500024030402071707279.D02	729
5500024030402071707279.D03	5500024030402071707279.D03	729
5500024030402071707279.D05	5500024030402071707279.D05	729
5500024030402071707279.D06	5500024030402071707279.D06	729
5500024030402071707279.D07	5500024030402071707279.D07	730
5500024030402071707279.D08	5500024030402071707279.D08	730
5500024030402071707279.D09	5500024030402071707279.D09	730
5500024030402071707279.D11	5500024030402071707279.D11	730
5500024030402071707279.D12	5500024030402071707279.D12	730
5500024030402071707279.F01	5500024030402071707279.F01	729
5500024030402071707279.F02	5500024030402071707279.F02	729
5500024030402071707279.F03	5500024030402071707279.F03	729
5500024030402071707279.F04	5500024030402071707279.F04	729
5500024030402071707279.F05	5500024030402071707279.F05	729
5500024030402071707279.F06	5500024030402071707279.F06	729
5500024030402071707279.F07	5500024030402071707279.F07	730
5500024030402071707279.F08	5500024030402071707279.F08	730
5500024030402071707279.F09	5500024030402071707279.F09	730
5500024030402071707279.F10	5500024030402071707279.F10	730
5500024030402071707279.F11	5500024030402071707279.F11	730
5500024030402071707279.F12	5500024030402071707279.F12	730
5500024030402071707279.G01	5500024030402071707279.G01	729
5500024030402071707279.G04	5500024030402071707279.G04	729
5500024030402071707279.G05	5500024030402071707279.G05	729
5500024030402071707279.G06	5500024030402071707279.G06	729
5500024030402071707279.G07	5500024030402071707279.G07	730
5500024030402071707279.G09	5500024030402071707279.G09	730
5500024030402071707279.G10	5500024030402071707279.G10	730
5500024030402071707279.G11	5500024030402071707279.G11	730
5500024030402071707279.G12	5500024030402071707279.G12	730
5500024030402071707279.H02	5500024030402071707279.H02	729
5500024030402071707279.H03	5500024030402071707279.H03	729
5500024030402071707279.H04	5500024030402071707279.H04	729
5500024030402071707279.H05	5500024030402071707279.H05	729
5500024030402071707279.H06	5500024030402071707279.H06	729
5500024030402071707279.H08	5500024030402071707279.H08	730
5500024030402071707279.H09	5500024030402071707279.H09	730
5500024030402071707279.H10	5500024030402071707279.H10	730
5500024030402071707279.H11	5500024030402071707279.H11	730
5500024030402071707279.H12	5500024030402071707279.H12	730
5500024030403071907253.A01	5500024030403071907253.A01	725
5500024030403071907253.A02	5500024030403071907253.A02	725
5500024030403071907253.A03	5500024030403071907253.A03	725
5500024030403071907253.A04	5500024030403071907253.A04	725
5500024030403071907253.A05	5500024030403071907253.A05	725
5500024030403071907253.A07	5500024030403071907253.A07	726
5500024030403071907253.A08	5500024030403071907253.A08	726
5500024030403071907253.A09	5500024030403071907253.A09	726
5500024030403071907253.A10	5500024030403071907253.A10	726
5500024030403071907253.A11	5500024030403071907253.A11	726
5500024030403071907253.B01	5500024030403071907253.B01	725
5500024030403071907253.B02	5500024030403071907253.B02	725
5500024030403071907253.B03	5500024030403071907253.B03	725
5500024030403071907253.B04	5500024030403071907253.B04	725
5500024030403071907253.B06	5500024030403071907253.B06	725
5500024030403071907253.B07	5500024030403071907253.B07	726
5500024030403071907253.B08	5500024030403071907253.B08	726
5500024030403071907253.B09	5500024030403071907253.B09	726
5500024030403071907253.B10	5500024030403071907253.B10	726
5500024030403071907253.B12	5500024030403071907253.B12	726
5500024030403071907253.C01	5500024030403071907253.C01	725
5500024030403071907253.C02	5500024030403071907253.C02	725
5500024030403071907253.C03	5500024030403071907253.C03	725
5500024030403071907253.C04	5500024030403071907253.C04	725
5500024030403071907253.C05	5500024030403071907253.C05	725
5500024030403071907253.C06	5500024030403071907253.C06	725
5500024030403071907253.C07	5500024030403071907253.C07	726
5500024030403071907253.C08	5500024030403071907253.C08	726
5500024030403071907253.C09	5500024030403071907253.C09	726
5500024030403071907253.C10	5500024030403071907253.C10	726
5500024030403071907253.C11	5500024030403071907253.C11	726
5500024030403071907253.C12	5500024030403071907253.C12	726
5500024030403071907253.D01	5500024030403071907253.D01	725
5500024030403071907253.D02	5500024030403071907253.D02	725
5500024030403071907253.D03	5500024030403071907253.D03	725
5500024030403071907253.D05	5500024030403071907253.D05	725
5500024030403071907253.D06	5500024030403071907253.D06	725
5500024030403071907253.D07	5500024030403071907253.D07	726
5500024030403071907253.D08	5500024030403071907253.D08	726
5500024030403071907253.D09	5500024030403071907253.D09	726
5500024030403071907253.D11	5500024030403071907253.D11	726
5500024030403071907253.D12	5500024030403071907253.D12	726
5500024030403071907253.F01	5500024030403071907253.F01	725
5500024030403071907253.F02	5500024030403071907253.F02	725
5500024030403071907253.F03	5500024030403071907253.F03	725
5500024030403071907253.F04	5500024030403071907253.F04	725
5500024030403071907253.F05	5500024030403071907253.F05	725
5500024030403071907253.F06	5500024030403071907253.F06	725
5500024030403071907253.F07	5500024030403071907253.F07	726
5500024030403071907253.F08	5500024030403071907253.F08	726
5500024030403071907253.F09	5500024030403071907253.F09	726
5500024030403071907253.F10	5500024030403071907253.F10	726
5500024030403071907253.F11	5500024030403071907253.F11	726
5500024030403071907253.F12	5500024030403071907253.F12	726
5500024030403071907253.G01	5500024030403071907253.G01	725
5500024030403071907253.G03	5500024030403071907253.G03	725
5500024030403071907253.G04	5500024030403071907253.G04	725
5500024030403071907253.G05	5500024030403071907253.G05	725
5500024030403071907253.G06	5500024030403071907253.G06	725
5500024030403071907253.G09	5500024030403071907253.G09	726
5500024030403071907253.G10	5500024030403071907253.G10	726
5500024030403071907253.G11	5500024030403071907253.G11	726
5500024030403071907253.G12	5500024030403071907253.G12	726
5500024030403071907253.H02	5500024030403071907253.H02	725
5500024030403071907253.H03	5500024030403071907253.H03	725
5500024030403071907253.H04	5500024030403071907253.H04	725
5500024030403071907253.H05	5500024030403071907253.H05	725
5500024030403071907253.H06	5500024030403071907253.H06	725
5500024030403071907253.H08	5500024030403071907253.H08	726
5500024030403071907253.H09	5500024030403071907253.H09	726
5500024030403071907253.H10	5500024030403071907253.H10	726
5500024030403071907253.H11	5500024030403071907253.H11	726
5500024030403071907255.A01	5500024030403071907255.A01	706
5500024030403071907255.A02	5500024030403071907255.A02	706
5500024030403071907255.A03	5500024030403071907255.A03	706
5500024030403071907255.A04	5500024030403071907255.A04	706
5500024030403071907255.A05	5500024030403071907255.A05	706
5500024030403071907255.A07	5500024030403071907255.A07	707
5500024030403071907255.A08	5500024030403071907255.A08	707
5500024030403071907255.A09	5500024030403071907255.A09	707
5500024030403071907255.A10	5500024030403071907255.A10	707
5500024030403071907255.A11	5500024030403071907255.A11	707
5500024030403071907255.B01	5500024030403071907255.B01	706
5500024030403071907255.B02	5500024030403071907255.B02	706
5500024030403071907255.B03	5500024030403071907255.B03	706
5500024030403071907255.B04	5500024030403071907255.B04	706
5500024030403071907255.B06	5500024030403071907255.B06	706
5500024030403071907255.B07	5500024030403071907255.B07	707
5500024030403071907255.B08	5500024030403071907255.B08	707
5500024030403071907255.B09	5500024030403071907255.B09	707
5500024030403071907255.B10	5500024030403071907255.B10	707
5500024030403071907255.B12	5500024030403071907255.B12	707
5500024030403071907255.C01	5500024030403071907255.C01	706
5500024030403071907255.C02	5500024030403071907255.C02	706
5500024030403071907255.C03	5500024030403071907255.C03	706
5500024030403071907255.C04	5500024030403071907255.C04	706
5500024030403071907255.C05	5500024030403071907255.C05	706
5500024030403071907255.C06	5500024030403071907255.C06	706
5500024030403071907255.C07	5500024030403071907255.C07	707
5500024030403071907255.C08	5500024030403071907255.C08	707
5500024030403071907255.C09	5500024030403071907255.C09	707
5500024030403071907255.C10	5500024030403071907255.C10	707
5500024030403071907255.C11	5500024030403071907255.C11	707
5500024030403071907255.C12	5500024030403071907255.C12	707
5500024030403071907255.D01	5500024030403071907255.D01	706
5500024030403071907255.D02	5500024030403071907255.D02	706
5500024030403071907255.D03	5500024030403071907255.D03	706
5500024030403071907255.D05	5500024030403071907255.D05	706
5500024030403071907255.D06	5500024030403071907255.D06	706
5500024030403071907255.D07	5500024030403071907255.D07	707
5500024030403071907255.D08	5500024030403071907255.D08	707
5500024030403071907255.D09	5500024030403071907255.D09	707
5500024030403071907255.D11	5500024030403071907255.D11	707
5500024030403071907255.D12	5500024030403071907255.D12	707
5500024030403071907255.F01	5500024030403071907255.F01	706
5500024030403071907255.F02	5500024030403071907255.F02	706
5500024030403071907255.F03	5500024030403071907255.F03	706
5500024030403071907255.F04	5500024030403071907255.F04	706
5500024030403071907255.F05	5500024030403071907255.F05	706
5500024030403071907255.F06	5500024030403071907255.F06	706
5500024030403071907255.F08	5500024030403071907255.F08	707
5500024030403071907255.F09	5500024030403071907255.F09	707
5500024030403071907255.F10	5500024030403071907255.F10	707
5500024030403071907255.F11	5500024030403071907255.F11	707
5500024030403071907255.F12	5500024030403071907255.F12	707
5500024030403071907255.G01	5500024030403071907255.G01	706
5500024030403071907255.G03	5500024030403071907255.G03	706
5500024030403071907255.G04	5500024030403071907255.G04	706
5500024030403071907255.G05	5500024030403071907255.G05	706
5500024030403071907255.G06	5500024030403071907255.G06	706
5500024030403071907255.G07	5500024030403071907255.G07	707
5500024030403071907255.G09	5500024030403071907255.G09	707
5500024030403071907255.G10	5500024030403071907255.G10	707
5500024030403071907255.G11	5500024030403071907255.G11	707
5500024030403071907255.G12	5500024030403071907255.G12	707
5500024030403071907255.H02	5500024030403071907255.H02	706
5500024030403071907255.H03	5500024030403071907255.H03	706
5500024030403071907255.H04	5500024030403071907255.H04	706
5500024030403071907255.H05	5500024030403071907255.H05	706
5500024030403071907255.H06	5500024030403071907255.H06	706
5500024030403071907255.H08	5500024030403071907255.H08	707
5500024030403071907255.H09	5500024030403071907255.H09	707
5500024030403071907255.H10	5500024030403071907255.H10	707
5500024030403071907255.H11	5500024030403071907255.H11	707
5500024030403071907255.H12	5500024030403071907255.H12	707
5500024031330081907228.A01	5500024031330081907228.A01	694
5500024031330081907228.A02	5500024031330081907228.A02	694
5500024031330081907228.A03	5500024031330081907228.A03	694
5500024031330081907228.A04	5500024031330081907228.A04	694
5500024031330081907228.A05	5500024031330081907228.A05	694
5500024031330081907228.A07	5500024031330081907228.A07	695
5500024031330081907228.A08	5500024031330081907228.A08	695
5500024031330081907228.A09	5500024031330081907228.A09	695
5500024031330081907228.A10	5500024031330081907228.A10	695
5500024031330081907228.A11	5500024031330081907228.A11	695
5500024031330081907228.B01	5500024031330081907228.B01	694
5500024031330081907228.B02	5500024031330081907228.B02	694
5500024031330081907228.B03	5500024031330081907228.B03	694
5500024031330081907228.B04	5500024031330081907228.B04	694
5500024031330081907228.B06	5500024031330081907228.B06	694
5500024031330081907228.B07	5500024031330081907228.B07	695
5500024031330081907228.B08	5500024031330081907228.B08	695
5500024031330081907228.B09	5500024031330081907228.B09	695
5500024031330081907228.B10	5500024031330081907228.B10	695
5500024031330081907228.B12	5500024031330081907228.B12	695
5500024031330081907228.C01	5500024031330081907228.C01	694
5500024031330081907228.C02	5500024031330081907228.C02	694
5500024031330081907228.C03	5500024031330081907228.C03	694
5500024031330081907228.C04	5500024031330081907228.C04	694
5500024031330081907228.C05	5500024031330081907228.C05	694
5500024031330081907228.C06	5500024031330081907228.C06	694
5500024031330081907228.C08	5500024031330081907228.C08	695
5500024031330081907228.C09	5500024031330081907228.C09	695
5500024031330081907228.C10	5500024031330081907228.C10	695
5500024031330081907228.C11	5500024031330081907228.C11	695
5500024031330081907228.C12	5500024031330081907228.C12	695
5500024031330081907228.D01	5500024031330081907228.D01	694
5500024031330081907228.D02	5500024031330081907228.D02	694
5500024031330081907228.D03	5500024031330081907228.D03	694
5500024031330081907228.D05	5500024031330081907228.D05	694
5500024031330081907228.D06	5500024031330081907228.D06	694
5500024031330081907228.D07	5500024031330081907228.D07	695
5500024031330081907228.D08	5500024031330081907228.D08	695
5500024031330081907228.D09	5500024031330081907228.D09	695
5500024031330081907228.D11	5500024031330081907228.D11	695
5500024031330081907228.D12	5500024031330081907228.D12	695
5500024031330081907228.F02	5500024031330081907228.F02	694
5500024031330081907228.F04	5500024031330081907228.F04	694
5500024031330081907228.F05	5500024031330081907228.F05	694
5500024031330081907228.F06	5500024031330081907228.F06	694
5500024031330081907228.F07	5500024031330081907228.F07	695
5500024031330081907228.F08	5500024031330081907228.F08	695
5500024031330081907228.F09	5500024031330081907228.F09	695
5500024031330081907228.F10	5500024031330081907228.F10	695
5500024031330081907228.F11	5500024031330081907228.F11	695
5500024031330081907228.F12	5500024031330081907228.F12	695
5500024031330081907228.G01	5500024031330081907228.G01	694
5500024031330081907228.G03	5500024031330081907228.G03	694
5500024031330081907228.G04	5500024031330081907228.G04	694
5500024031330081907228.G05	5500024031330081907228.G05	694
5500024031330081907228.G06	5500024031330081907228.G06	694
5500024031330081907228.G07	5500024031330081907228.G07	695
5500024031330081907228.G09	5500024031330081907228.G09	695
5500024031330081907228.G10	5500024031330081907228.G10	695
5500024031330081907228.G11	5500024031330081907228.G11	695
5500024031330081907228.G12	5500024031330081907228.G12	695
5500024031330081907228.H02	5500024031330081907228.H02	694
5500024031330081907228.H03	5500024031330081907228.H03	694
5500024031330081907228.H04	5500024031330081907228.H04	694
5500024031330081907228.H05	5500024031330081907228.H05	694
5500024031330081907228.H06	5500024031330081907228.H06	694
5500024031330081907228.H08	5500024031330081907228.H08	695
5500024031330081907228.H09	5500024031330081907228.H09	695
5500024031330081907228.H10	5500024031330081907228.H10	695
5500024031330081907228.H11	5500024031330081907228.H11	695
5500024031330081907228.H12	5500024031330081907228.H12	695
5500024031330081907229.A01	5500024031330081907229.A01	718
5500024031330081907229.A02	5500024031330081907229.A02	718
5500024031330081907229.A03	5500024031330081907229.A03	718
5500024031330081907229.A04	5500024031330081907229.A04	718
5500024031330081907229.A05	5500024031330081907229.A05	718
5500024031330081907229.A07	5500024031330081907229.A07	719
5500024031330081907229.A08	5500024031330081907229.A08	719
5500024031330081907229.A09	5500024031330081907229.A09	719
5500024031330081907229.A10	5500024031330081907229.A10	719
5500024031330081907229.B01	5500024031330081907229.B01	718
5500024031330081907229.B02	5500024031330081907229.B02	718
5500024031330081907229.B03	5500024031330081907229.B03	718
5500024031330081907229.B06	5500024031330081907229.B06	718
5500024031330081907229.B07	5500024031330081907229.B07	719
5500024031330081907229.B08	5500024031330081907229.B08	719
5500024031330081907229.B09	5500024031330081907229.B09	719
5500024031330081907229.B10	5500024031330081907229.B10	719
5500024031330081907229.B12	5500024031330081907229.B12	719
5500024031330081907229.C01	5500024031330081907229.C01	718
5500024031330081907229.C02	5500024031330081907229.C02	718
5500024031330081907229.C03	5500024031330081907229.C03	718
5500024031330081907229.C04	5500024031330081907229.C04	718
5500024031330081907229.C05	5500024031330081907229.C05	718
5500024031330081907229.C06	5500024031330081907229.C06	718
5500024031330081907229.C07	5500024031330081907229.C07	719
5500024031330081907229.C08	5500024031330081907229.C08	719
5500024031330081907229.C09	5500024031330081907229.C09	719
5500024031330081907229.C10	5500024031330081907229.C10	719
5500024031330081907229.C11	5500024031330081907229.C11	719
5500024031330081907229.C12	5500024031330081907229.C12	719
5500024031330081907229.D01	5500024031330081907229.D01	718
5500024031330081907229.D02	5500024031330081907229.D02	718
5500024031330081907229.D03	5500024031330081907229.D03	718
5500024031330081907229.D05	5500024031330081907229.D05	718
5500024031330081907229.D06	5500024031330081907229.D06	718
5500024031330081907229.D07	5500024031330081907229.D07	719
5500024031330081907229.D08	5500024031330081907229.D08	719
5500024031330081907229.D09	5500024031330081907229.D09	719
5500024031330081907229.D11	5500024031330081907229.D11	719
5500024031330081907229.D12	5500024031330081907229.D12	719
5500024031330081907229.F01	5500024031330081907229.F01	718
5500024031330081907229.F02	5500024031330081907229.F02	718
5500024031330081907229.F03	5500024031330081907229.F03	718
5500024031330081907229.F04	5500024031330081907229.F04	718
5500024031330081907229.F05	5500024031330081907229.F05	718
5500024031330081907229.F06	5500024031330081907229.F06	718
5500024031330081907229.F07	5500024031330081907229.F07	719
5500024031330081907229.F08	5500024031330081907229.F08	719
5500024031330081907229.F09	5500024031330081907229.F09	719
5500024031330081907229.F10	5500024031330081907229.F10	719
5500024031330081907229.F11	5500024031330081907229.F11	719
5500024031330081907229.F12	5500024031330081907229.F12	719
5500024031330081907229.G01	5500024031330081907229.G01	718
5500024031330081907229.G03	5500024031330081907229.G03	718
5500024031330081907229.G04	5500024031330081907229.G04	718
5500024031330081907229.G05	5500024031330081907229.G05	718
5500024031330081907229.G06	5500024031330081907229.G06	718
5500024031330081907229.G07	5500024031330081907229.G07	719
5500024031330081907229.G09	5500024031330081907229.G09	719
5500024031330081907229.G10	5500024031330081907229.G10	719
5500024031330081907229.G11	5500024031330081907229.G11	719
5500024031330081907229.G12	5500024031330081907229.G12	719
5500024031330081907229.H02	5500024031330081907229.H02	718
5500024031330081907229.H03	5500024031330081907229.H03	718
5500024031330081907229.H04	5500024031330081907229.H04	718
5500024031330081907229.H05	5500024031330081907229.H05	718
5500024031330081907229.H06	5500024031330081907229.H06	718
5500024031723100807769.A01	5500024031723100807769.A01	703
5500024031723100807769.A02	5500024031723100807769.A02	703
5500024031723100807769.A03	5500024031723100807769.A03	703
5500024031723100807769.A04	5500024031723100807769.A04	703
5500024031723100807769.A05	5500024031723100807769.A05	703
5500024031723100807769.A07	5500024031723100807769.A07	704
5500024031723100807769.A08	5500024031723100807769.A08	704
5500024031723100807769.A09	5500024031723100807769.A09	704
5500024031723100807769.A10	5500024031723100807769.A10	704
5500024031723100807769.A11	5500024031723100807769.A11	704
5500024031723100807769.B01	5500024031723100807769.B01	703
5500024031723100807769.B02	5500024031723100807769.B02	703
5500024031723100807769.B03	5500024031723100807769.B03	703
5500024031723100807769.B04	5500024031723100807769.B04	703
5500024031723100807769.B06	5500024031723100807769.B06	703
5500024031723100807769.B07	5500024031723100807769.B07	704
5500024031723100807769.B08	5500024031723100807769.B08	704
5500024031723100807769.B09	5500024031723100807769.B09	704
5500024031723100807769.B10	5500024031723100807769.B10	704
5500024031723100807769.B12	5500024031723100807769.B12	704
5500024031723100807769.C01	5500024031723100807769.C01	703
5500024031723100807769.C02	5500024031723100807769.C02	703
5500024031723100807769.C03	5500024031723100807769.C03	703
5500024031723100807769.C04	5500024031723100807769.C04	703
5500024031723100807769.C05	5500024031723100807769.C05	703
5500024031723100807769.C06	5500024031723100807769.C06	703
5500024031723100807769.C07	5500024031723100807769.C07	704
5500024031723100807769.C08	5500024031723100807769.C08	704
5500024031723100807769.C09	5500024031723100807769.C09	704
5500024031723100807769.C10	5500024031723100807769.C10	704
5500024031723100807769.C11	5500024031723100807769.C11	704
5500024031723100807769.C12	5500024031723100807769.C12	704
5500024031723100807769.D01	5500024031723100807769.D01	703
5500024031723100807769.D03	5500024031723100807769.D03	703
5500024031723100807769.D05	5500024031723100807769.D05	703
5500024031723100807769.D07	5500024031723100807769.D07	704
5500024031723100807769.D08	5500024031723100807769.D08	704
5500024031723100807769.D09	5500024031723100807769.D09	704
5500024031723100807769.D12	5500024031723100807769.D12	704
5500024031723100807769.F01	5500024031723100807769.F01	703
5500024031723100807769.F02	5500024031723100807769.F02	703
5500024031723100807769.F03	5500024031723100807769.F03	703
5500024031723100807769.F04	5500024031723100807769.F04	703
5500024031723100807769.F05	5500024031723100807769.F05	703
5500024031723100807769.F06	5500024031723100807769.F06	703
5500024031723100807769.F07	5500024031723100807769.F07	704
5500024031723100807769.F08	5500024031723100807769.F08	704
5500024031723100807769.F09	5500024031723100807769.F09	704
5500024031723100807769.F10	5500024031723100807769.F10	704
5500024031723100807769.F11	5500024031723100807769.F11	704
5500024031723100807769.F12	5500024031723100807769.F12	704
5500024031723100807769.G03	5500024031723100807769.G03	703
5500024031723100807769.G04	5500024031723100807769.G04	703
5500024031723100807769.G05	5500024031723100807769.G05	703
5500024031723100807769.G06	5500024031723100807769.G06	703
5500024031723100807769.G07	5500024031723100807769.G07	704
5500024031723100807769.G09	5500024031723100807769.G09	704
5500024031723100807769.G10	5500024031723100807769.G10	704
5500024031723100807769.G11	5500024031723100807769.G11	704
5500024031723100807769.G12	5500024031723100807769.G12	704
5500024031723100807769.H02	5500024031723100807769.H02	703
5500024031723100807769.H03	5500024031723100807769.H03	703
5500024031723100807769.H04	5500024031723100807769.H04	703
5500024031723100807769.H05	5500024031723100807769.H05	703
5500024031723100807769.H06	5500024031723100807769.H06	703
5500024031723100807769.H08	5500024031723100807769.H08	704
5500024031723100807769.H10	5500024031723100807769.H10	704
5500024031723100807769.H11	5500024031723100807769.H11	704
5500024031723100807769.H12	5500024031723100807769.H12	704
5500024031723100807771.A01	5500024031723100807771.A01	712
5500024031723100807771.A02	5500024031723100807771.A02	712
5500024031723100807771.A03	5500024031723100807771.A03	712
5500024031723100807771.A04	5500024031723100807771.A04	712
5500024031723100807771.A05	5500024031723100807771.A05	712
5500024031723100807771.A07	5500024031723100807771.A07	713
5500024031723100807771.A08	5500024031723100807771.A08	713
5500024031723100807771.A09	5500024031723100807771.A09	713
5500024031723100807771.A10	5500024031723100807771.A10	713
5500024031723100807771.A11	5500024031723100807771.A11	713
5500024031723100807771.B01	5500024031723100807771.B01	712
5500024031723100807771.B02	5500024031723100807771.B02	712
5500024031723100807771.B03	5500024031723100807771.B03	712
5500024031723100807771.B04	5500024031723100807771.B04	712
5500024031723100807771.B06	5500024031723100807771.B06	712
5500024031723100807771.B07	5500024031723100807771.B07	713
5500024031723100807771.B08	5500024031723100807771.B08	713
5500024031723100807771.B09	5500024031723100807771.B09	713
5500024031723100807771.B10	5500024031723100807771.B10	713
5500024031723100807771.B12	5500024031723100807771.B12	713
5500024031723100807771.C01	5500024031723100807771.C01	712
5500024031723100807771.C02	5500024031723100807771.C02	712
5500024031723100807771.C03	5500024031723100807771.C03	712
5500024031723100807771.C04	5500024031723100807771.C04	712
5500024031723100807771.C05	5500024031723100807771.C05	712
5500024031723100807771.C06	5500024031723100807771.C06	712
5500024031723100807771.C07	5500024031723100807771.C07	713
5500024031723100807771.C08	5500024031723100807771.C08	713
5500024031723100807771.C09	5500024031723100807771.C09	713
5500024031723100807771.C10	5500024031723100807771.C10	713
5500024031723100807771.C11	5500024031723100807771.C11	713
5500024031723100807771.C12	5500024031723100807771.C12	713
5500024031723100807771.D01	5500024031723100807771.D01	712
5500024031723100807771.D02	5500024031723100807771.D02	712
5500024031723100807771.D03	5500024031723100807771.D03	712
5500024031723100807771.D05	5500024031723100807771.D05	712
5500024031723100807771.D06	5500024031723100807771.D06	712
5500024031723100807771.D07	5500024031723100807771.D07	713
5500024031723100807771.D08	5500024031723100807771.D08	713
5500024031723100807771.D09	5500024031723100807771.D09	713
5500024031723100807771.D11	5500024031723100807771.D11	713
5500024031723100807771.D12	5500024031723100807771.D12	713
5500024031723100807771.F01	5500024031723100807771.F01	712
5500024031723100807771.F02	5500024031723100807771.F02	712
5500024031723100807771.F03	5500024031723100807771.F03	712
5500024031723100807771.F04	5500024031723100807771.F04	712
5500024031723100807771.F05	5500024031723100807771.F05	712
5500024031723100807771.F06	5500024031723100807771.F06	712
5500024031723100807771.F07	5500024031723100807771.F07	713
5500024031723100807771.F08	5500024031723100807771.F08	713
5500024031723100807771.F09	5500024031723100807771.F09	713
5500024031723100807771.F10	5500024031723100807771.F10	713
5500024031723100807771.F11	5500024031723100807771.F11	713
5500024031723100807771.F12	5500024031723100807771.F12	713
5500024031723100807771.G01	5500024031723100807771.G01	712
5500024031723100807771.G03	5500024031723100807771.G03	712
5500024031723100807771.G04	5500024031723100807771.G04	712
5500024031723100807771.G05	5500024031723100807771.G05	712
5500024031723100807771.G06	5500024031723100807771.G06	712
5500024031723100807771.G07	5500024031723100807771.G07	713
5500024031723100807771.G09	5500024031723100807771.G09	713
5500024031723100807771.G10	5500024031723100807771.G10	713
5500024031723100807771.G11	5500024031723100807771.G11	713
5500024031723100807771.G12	5500024031723100807771.G12	713
5500024031723100807771.H02	5500024031723100807771.H02	712
5500024031723100807771.H03	5500024031723100807771.H03	712
5500024031723100807771.H04	5500024031723100807771.H04	712
5500024031723100807771.H05	5500024031723100807771.H05	712
5500024031723100807771.H06	5500024031723100807771.H06	712
5500024031723100807771.H08	5500024031723100807771.H08	713
5500024031723100807771.H09	5500024031723100807771.H09	713
5500024031723100807771.H10	5500024031723100807771.H10	713
5500024031723100807771.H11	5500024031723100807771.H11	713
5500024031723100807771.H12	5500024031723100807771.H12	713
5500024031723100807772.A01	5500024031723100807772.A01	699
5500024031723100807772.A02	5500024031723100807772.A02	699
5500024031723100807772.A03	5500024031723100807772.A03	699
5500024031723100807772.A04	5500024031723100807772.A04	699
5500024031723100807772.A05	5500024031723100807772.A05	699
5500024031723100807772.A07	5500024031723100807772.A07	700
5500024031723100807772.A08	5500024031723100807772.A08	700
5500024031723100807772.A09	5500024031723100807772.A09	700
5500024031723100807772.A10	5500024031723100807772.A10	700
5500024031723100807772.A11	5500024031723100807772.A11	700
5500024031723100807772.B01	5500024031723100807772.B01	699
5500024031723100807772.B02	5500024031723100807772.B02	699
5500024031723100807772.B04	5500024031723100807772.B04	699
5500024031723100807772.B06	5500024031723100807772.B06	699
5500024031723100807772.B07	5500024031723100807772.B07	700
5500024031723100807772.B08	5500024031723100807772.B08	700
5500024031723100807772.B09	5500024031723100807772.B09	700
5500024031723100807772.B10	5500024031723100807772.B10	700
5500024031723100807772.B12	5500024031723100807772.B12	700
5500024031723100807772.C01	5500024031723100807772.C01	699
5500024031723100807772.C02	5500024031723100807772.C02	699
5500024031723100807772.C03	5500024031723100807772.C03	699
5500024031723100807772.C04	5500024031723100807772.C04	699
5500024031723100807772.C05	5500024031723100807772.C05	699
5500024031723100807772.C06	5500024031723100807772.C06	699
5500024031723100807772.C08	5500024031723100807772.C08	700
5500024031723100807772.C09	5500024031723100807772.C09	700
5500024031723100807772.C11	5500024031723100807772.C11	700
5500024031723100807772.C12	5500024031723100807772.C12	700
5500024031723100807772.D01	5500024031723100807772.D01	699
5500024031723100807772.D02	5500024031723100807772.D02	699
5500024031723100807772.D03	5500024031723100807772.D03	699
5500024031723100807772.D05	5500024031723100807772.D05	699
5500024031723100807772.D06	5500024031723100807772.D06	699
5500024031723100807772.D07	5500024031723100807772.D07	700
5500024031723100807772.D08	5500024031723100807772.D08	700
5500024031723100807772.D09	5500024031723100807772.D09	700
5500024031723100807772.D11	5500024031723100807772.D11	700
5500024031723100807772.D12	5500024031723100807772.D12	700
5500024031723100807772.F01	5500024031723100807772.F01	699
5500024031723100807772.F02	5500024031723100807772.F02	699
5500024031723100807772.F03	5500024031723100807772.F03	699
5500024031723100807772.F04	5500024031723100807772.F04	699
5500024031723100807772.F05	5500024031723100807772.F05	699
5500024031723100807772.F06	5500024031723100807772.F06	699
5500024031723100807772.F07	5500024031723100807772.F07	700
5500024031723100807772.F08	5500024031723100807772.F08	700
5500024031723100807772.F09	5500024031723100807772.F09	700
5500024031723100807772.F10	5500024031723100807772.F10	700
5500024031723100807772.F11	5500024031723100807772.F11	700
5500024031723100807772.F12	5500024031723100807772.F12	700
5500024031723100807772.G01	5500024031723100807772.G01	699
5500024031723100807772.G03	5500024031723100807772.G03	699
5500024031723100807772.G04	5500024031723100807772.G04	699
5500024031723100807772.G05	5500024031723100807772.G05	699
5500024031723100807772.G06	5500024031723100807772.G06	699
5500024031723100807772.G07	5500024031723100807772.G07	700
5500024031723100807772.G09	5500024031723100807772.G09	700
5500024031723100807772.G10	5500024031723100807772.G10	700
5500024031723100807772.G11	5500024031723100807772.G11	700
5500024031723100807772.G12	5500024031723100807772.G12	700
5500024031723100807772.H02	5500024031723100807772.H02	699
5500024031723100807772.H03	5500024031723100807772.H03	699
