Array name	Sample name	Batch
5500024025833041107269.F06	5500024025833041107269.F06	648
5500024025833041107269.F07	5500024025833041107269.F07	649
5500024025833041107269.F09	5500024025833041107269.F09	649
5500024025833041107269.F10	5500024025833041107269.F10	649
5500024025833041107269.F12	5500024025833041107269.F12	649
5500024025833041107269.G01	5500024025833041107269.G01	648
5500024025833041107269.G03	5500024025833041107269.G03	648
5500024025833041107269.G04	5500024025833041107269.G04	648
5500024025833041107269.G05	5500024025833041107269.G05	648
5500024025833041107269.G06	5500024025833041107269.G06	648
5500024025833041107269.G07	5500024025833041107269.G07	649
5500024025833041107269.G09	5500024025833041107269.G09	649
5500024025833041107269.G10	5500024025833041107269.G10	649
5500024025833041107269.G11	5500024025833041107269.G11	649
5500024025833041107269.G12	5500024025833041107269.G12	649
5500024025833041107269.H02	5500024025833041107269.H02	648
5500024025833041107269.H03	5500024025833041107269.H03	648
5500024025833041107269.H04	5500024025833041107269.H04	648
5500024025833041107269.H05	5500024025833041107269.H05	648
5500024025833041107269.H06	5500024025833041107269.H06	648
5500024025833041107269.H08	5500024025833041107269.H08	649
5500024025833041107269.H09	5500024025833041107269.H09	649
5500024025833041107269.H10	5500024025833041107269.H10	649
5500024025833041107269.H11	5500024025833041107269.H11	649
5500024028416032807794.A07	5500024028416032807794.A07	653
5500024028416032807794.A08	5500024028416032807794.A08	653
5500024028416032807794.A09	5500024028416032807794.A09	653
5500024028416032807794.A10	5500024028416032807794.A10	653
5500024028416032807794.A11	5500024028416032807794.A11	653
5500024028416032807794.B07	5500024028416032807794.B07	653
5500024028416032807794.B08	5500024028416032807794.B08	653
5500024028416032807794.B09	5500024028416032807794.B09	653
5500024028416032807794.B10	5500024028416032807794.B10	653
5500024028416032807794.B12	5500024028416032807794.B12	653
5500024028416032807794.C07	5500024028416032807794.C07	653
5500024028416032807794.C08	5500024028416032807794.C08	653
5500024028416032807794.C10	5500024028416032807794.C10	653
5500024028416032807794.C11	5500024028416032807794.C11	653
5500024028416032807794.C12	5500024028416032807794.C12	653
5500024028416032807794.D07	5500024028416032807794.D07	653
5500024028416032807794.D08	5500024028416032807794.D08	653
5500024028416032807794.D09	5500024028416032807794.D09	653
5500024028416032807794.D11	5500024028416032807794.D11	653
5500024028416032807794.D12	5500024028416032807794.D12	653
5500024028416032807794.F07	5500024028416032807794.F07	653
5500024028416032807794.F08	5500024028416032807794.F08	653
5500024028416032807794.F09	5500024028416032807794.F09	653
5500024028416032807794.F10	5500024028416032807794.F10	653
5500024028416032807794.F11	5500024028416032807794.F11	653
5500024028416032807794.F12	5500024028416032807794.F12	653
5500024028416032807794.G07	5500024028416032807794.G07	653
5500024028416032807794.G09	5500024028416032807794.G09	653
5500024028416032807794.G10	5500024028416032807794.G10	653
5500024028416032807794.G11	5500024028416032807794.G11	653
5500024028416032807794.G12	5500024028416032807794.G12	653
5500024028416032807794.H08	5500024028416032807794.H08	653
5500024028416032807794.H09	5500024028416032807794.H09	653
5500024028416032807794.H10	5500024028416032807794.H10	653
5500024028416032807794.H11	5500024028416032807794.H11	653
5500024028416032807794.H12	5500024028416032807794.H12	653
5500024028849050407169.C01	5500024028849050407169.C01	670
5500024028849050407169.C02	5500024028849050407169.C02	670
5500024028849050407169.C03	5500024028849050407169.C03	670
5500024028849050407169.C04	5500024028849050407169.C04	670
5500024028849050407169.C05	5500024028849050407169.C05	670
5500024028849050407169.C06	5500024028849050407169.C06	670
5500024028849050407169.D01	5500024028849050407169.D01	670
5500024028849050407169.D02	5500024028849050407169.D02	670
5500024028849050407169.D03	5500024028849050407169.D03	670
5500024028849050407169.D05	5500024028849050407169.D05	670
5500024028849050407169.D06	5500024028849050407169.D06	670
5500024028849050407169.F01	5500024028849050407169.F01	670
5500024028849050407169.F02	5500024028849050407169.F02	670
5500024028849050407169.F03	5500024028849050407169.F03	670
5500024028849050407169.F04	5500024028849050407169.F04	670
5500024028849050407169.F05	5500024028849050407169.F05	670
5500024028849050407169.F06	5500024028849050407169.F06	670
5500024028849050407169.G01	5500024028849050407169.G01	670
5500024028849050407169.G03	5500024028849050407169.G03	670
5500024028849050407169.G04	5500024028849050407169.G04	670
5500024028849050407169.G05	5500024028849050407169.G05	670
5500024028849050407169.G06	5500024028849050407169.G06	670
5500024028849050407169.H02	5500024028849050407169.H02	670
5500024028849050407169.H03	5500024028849050407169.H03	670
5500024028849050407169.H04	5500024028849050407169.H04	670
5500024028849050407169.H05	5500024028849050407169.H05	670
5500024030401071707292.A01	5500024030401071707292.A01	650
5500024030401071707292.A02	5500024030401071707292.A02	650
5500024030401071707292.A03	5500024030401071707292.A03	650
5500024030401071707292.A04	5500024030401071707292.A04	650
5500024030401071707292.A05	5500024030401071707292.A05	650
5500024030401071707292.A07	5500024030401071707292.A07	651
5500024030401071707292.A08	5500024030401071707292.A08	651
5500024030401071707292.A09	5500024030401071707292.A09	651
5500024030401071707292.A10	5500024030401071707292.A10	651
5500024030401071707292.B01	5500024030401071707292.B01	650
5500024030401071707292.B02	5500024030401071707292.B02	650
5500024030401071707292.B03	5500024030401071707292.B03	650
5500024030401071707292.B04	5500024030401071707292.B04	650
5500024030401071707292.B06	5500024030401071707292.B06	650
5500024030401071707292.B07	5500024030401071707292.B07	651
5500024030401071707292.B08	5500024030401071707292.B08	651
5500024030401071707292.B09	5500024030401071707292.B09	651
5500024030401071707292.B10	5500024030401071707292.B10	651
5500024030401071707292.B12	5500024030401071707292.B12	651
5500024030401071707292.C01	5500024030401071707292.C01	650
5500024030401071707292.C02	5500024030401071707292.C02	650
5500024030401071707292.C03	5500024030401071707292.C03	650
5500024030401071707292.C04	5500024030401071707292.C04	650
5500024030401071707292.C05	5500024030401071707292.C05	650
5500024030401071707292.C06	5500024030401071707292.C06	650
5500024030401071707292.C07	5500024030401071707292.C07	651
5500024030401071707292.C08	5500024030401071707292.C08	651
5500024030401071707292.C09	5500024030401071707292.C09	651
5500024030401071707292.C10	5500024030401071707292.C10	651
5500024030401071707292.C11	5500024030401071707292.C11	651
5500024030401071707292.D01	5500024030401071707292.D01	650
5500024030401071707292.D02	5500024030401071707292.D02	650
5500024030401071707292.D03	5500024030401071707292.D03	650
5500024030401071707292.D05	5500024030401071707292.D05	650
5500024030401071707292.D06	5500024030401071707292.D06	650
5500024030401071707292.D07	5500024030401071707292.D07	651
5500024030401071707292.D08	5500024030401071707292.D08	651
5500024030401071707292.D09	5500024030401071707292.D09	651
5500024030401071707292.D11	5500024030401071707292.D11	651
5500024030401071707292.D12	5500024030401071707292.D12	651
5500024030401071707292.F01	5500024030401071707292.F01	650
5500024030401071707292.F02	5500024030401071707292.F02	650
5500024030401071707292.F03	5500024030401071707292.F03	650
5500024030401071707292.F04	5500024030401071707292.F04	650
5500024030401071707292.F05	5500024030401071707292.F05	650
5500024030401071707292.F06	5500024030401071707292.F06	650
5500024030401071707292.F07	5500024030401071707292.F07	651
5500024030401071707292.F08	5500024030401071707292.F08	651
5500024030401071707292.F09	5500024030401071707292.F09	651
5500024030401071707292.F10	5500024030401071707292.F10	651
5500024030401071707292.F11	5500024030401071707292.F11	651
5500024030401071707292.F12	5500024030401071707292.F12	651
5500024030401071707292.G01	5500024030401071707292.G01	650
5500024030401071707292.G03	5500024030401071707292.G03	650
5500024030401071707292.G04	5500024030401071707292.G04	650
5500024030401071707292.G05	5500024030401071707292.G05	650
5500024030401071707292.G06	5500024030401071707292.G06	650
5500024030401071707292.G07	5500024030401071707292.G07	651
5500024030401071707292.G09	5500024030401071707292.G09	651
5500024030401071707292.G10	5500024030401071707292.G10	651
5500024030401071707292.G12	5500024030401071707292.G12	651
5500024030401071707292.H02	5500024030401071707292.H02	650
5500024030401071707292.H03	5500024030401071707292.H03	650
5500024030401071707292.H04	5500024030401071707292.H04	650
5500024030401071707292.H05	5500024030401071707292.H05	650
5500024030401071707292.H06	5500024030401071707292.H06	650
5500024030401071707292.H08	5500024030401071707292.H08	651
5500024030401071707292.H09	5500024030401071707292.H09	651
5500024030401071707292.H10	5500024030401071707292.H10	651
5500024030401071707292.H11	5500024030401071707292.H11	651
5500024030402071707277.A01	5500024030402071707277.A01	654
5500024030402071707277.A02	5500024030402071707277.A02	654
5500024030402071707277.A03	5500024030402071707277.A03	654
5500024030402071707277.A04	5500024030402071707277.A04	654
5500024030402071707277.A05	5500024030402071707277.A05	654
5500024030402071707277.A07	5500024030402071707277.A07	655
5500024030402071707277.A08	5500024030402071707277.A08	655
5500024030402071707277.A09	5500024030402071707277.A09	655
5500024030402071707277.A10	5500024030402071707277.A10	655
5500024030402071707277.A11	5500024030402071707277.A11	655
5500024030402071707277.B01	5500024030402071707277.B01	654
5500024030402071707277.B02	5500024030402071707277.B02	654
5500024030402071707277.B03	5500024030402071707277.B03	654
5500024030402071707277.B04	5500024030402071707277.B04	654
5500024030402071707277.B06	5500024030402071707277.B06	654
5500024030402071707277.B08	5500024030402071707277.B08	655
5500024030402071707277.B09	5500024030402071707277.B09	655
5500024030402071707277.B10	5500024030402071707277.B10	655
5500024030402071707277.B12	5500024030402071707277.B12	655
5500024030402071707277.C01	5500024030402071707277.C01	654
5500024030402071707277.C02	5500024030402071707277.C02	654
5500024030402071707277.C03	5500024030402071707277.C03	654
5500024030402071707277.C04	5500024030402071707277.C04	654
5500024030402071707277.C05	5500024030402071707277.C05	654
5500024030402071707277.C06	5500024030402071707277.C06	654
5500024030402071707277.C07	5500024030402071707277.C07	655
5500024030402071707277.C08	5500024030402071707277.C08	655
5500024030402071707277.C09	5500024030402071707277.C09	655
5500024030402071707277.C10	5500024030402071707277.C10	655
5500024030402071707277.C11	5500024030402071707277.C11	655
5500024030402071707277.C12	5500024030402071707277.C12	655
5500024030402071707277.D01	5500024030402071707277.D01	654
5500024030402071707277.D02	5500024030402071707277.D02	654
5500024030402071707277.D03	5500024030402071707277.D03	654
5500024030402071707277.D05	5500024030402071707277.D05	654
5500024030402071707277.D06	5500024030402071707277.D06	654
5500024030402071707277.D07	5500024030402071707277.D07	655
5500024030402071707277.D08	5500024030402071707277.D08	655
5500024030402071707277.D09	5500024030402071707277.D09	655
5500024030402071707277.D11	5500024030402071707277.D11	655
5500024030402071707277.D12	5500024030402071707277.D12	655
5500024030402071707277.F01	5500024030402071707277.F01	654
5500024030402071707277.F02	5500024030402071707277.F02	654
5500024030402071707277.F03	5500024030402071707277.F03	654
5500024030402071707277.F04	5500024030402071707277.F04	654
5500024030402071707277.F06	5500024030402071707277.F06	654
5500024030402071707277.F07	5500024030402071707277.F07	655
5500024030402071707277.F08	5500024030402071707277.F08	655
5500024030402071707277.F09	5500024030402071707277.F09	655
5500024030402071707277.F10	5500024030402071707277.F10	655
5500024030402071707277.F11	5500024030402071707277.F11	655
5500024030402071707277.F12	5500024030402071707277.F12	655
5500024030402071707277.G01	5500024030402071707277.G01	654
5500024030402071707277.G03	5500024030402071707277.G03	654
5500024030402071707277.G04	5500024030402071707277.G04	654
5500024030402071707277.G05	5500024030402071707277.G05	654
5500024030402071707277.G06	5500024030402071707277.G06	654
5500024030402071707277.G07	5500024030402071707277.G07	655
5500024030402071707277.G09	5500024030402071707277.G09	655
5500024030402071707277.G10	5500024030402071707277.G10	655
5500024030402071707277.G11	5500024030402071707277.G11	655
5500024030402071707277.G12	5500024030402071707277.G12	655
5500024030402071707277.H02	5500024030402071707277.H02	654
5500024030402071707277.H03	5500024030402071707277.H03	654
5500024030402071707277.H04	5500024030402071707277.H04	654
5500024030402071707277.H05	5500024030402071707277.H05	654
5500024030402071707277.H06	5500024030402071707277.H06	654
5500024030402071707277.H08	5500024030402071707277.H08	655
5500024030402071707277.H09	5500024030402071707277.H09	655
5500024030402071707277.H10	5500024030402071707277.H10	655
5500024030402071707277.H11	5500024030402071707277.H11	655
5500024030402071707277.H12	5500024030402071707277.H12	655
5500024030403071907252.A01	5500024030403071907252.A01	662
5500024030403071907252.A02	5500024030403071907252.A02	662
5500024030403071907252.A03	5500024030403071907252.A03	662
5500024030403071907252.A04	5500024030403071907252.A04	662
5500024030403071907252.A05	5500024030403071907252.A05	662
5500024030403071907252.A07	5500024030403071907252.A07	663
5500024030403071907252.A08	5500024030403071907252.A08	663
5500024030403071907252.A09	5500024030403071907252.A09	663
5500024030403071907252.A10	5500024030403071907252.A10	663
5500024030403071907252.A11	5500024030403071907252.A11	663
5500024030403071907252.B01	5500024030403071907252.B01	662
5500024030403071907252.B02	5500024030403071907252.B02	662
5500024030403071907252.B03	5500024030403071907252.B03	662
5500024030403071907252.B04	5500024030403071907252.B04	662
5500024030403071907252.B06	5500024030403071907252.B06	662
5500024030403071907252.B08	5500024030403071907252.B08	663
5500024030403071907252.B09	5500024030403071907252.B09	663
5500024030403071907252.B10	5500024030403071907252.B10	663
5500024030403071907252.B12	5500024030403071907252.B12	663
5500024030403071907252.C01	5500024030403071907252.C01	662
5500024030403071907252.C02	5500024030403071907252.C02	662
5500024030403071907252.C03	5500024030403071907252.C03	662
5500024030403071907252.C04	5500024030403071907252.C04	662
5500024030403071907252.C05	5500024030403071907252.C05	662
5500024030403071907252.C06	5500024030403071907252.C06	662
5500024030403071907252.C08	5500024030403071907252.C08	663
5500024030403071907252.C09	5500024030403071907252.C09	663
5500024030403071907252.C10	5500024030403071907252.C10	663
5500024030403071907252.C11	5500024030403071907252.C11	663
5500024030403071907252.C12	5500024030403071907252.C12	663
5500024030403071907252.D01	5500024030403071907252.D01	662
5500024030403071907252.D02	5500024030403071907252.D02	662
5500024030403071907252.D05	5500024030403071907252.D05	662
5500024030403071907252.D06	5500024030403071907252.D06	662
5500024030403071907252.D07	5500024030403071907252.D07	663
5500024030403071907252.D08	5500024030403071907252.D08	663
5500024030403071907252.D09	5500024030403071907252.D09	663
5500024030403071907252.D11	5500024030403071907252.D11	663
5500024030403071907252.D12	5500024030403071907252.D12	663
5500024030403071907252.F01	5500024030403071907252.F01	662
5500024030403071907252.F02	5500024030403071907252.F02	662
5500024030403071907252.F03	5500024030403071907252.F03	662
5500024030403071907252.F04	5500024030403071907252.F04	662
5500024030403071907252.F05	5500024030403071907252.F05	662
5500024030403071907252.F06	5500024030403071907252.F06	662
5500024030403071907252.F07	5500024030403071907252.F07	663
5500024030403071907252.F08	5500024030403071907252.F08	663
5500024030403071907252.F09	5500024030403071907252.F09	663
5500024030403071907252.F10	5500024030403071907252.F10	663
5500024030403071907252.F12	5500024030403071907252.F12	663
5500024030403071907252.G01	5500024030403071907252.G01	662
5500024030403071907252.G03	5500024030403071907252.G03	662
5500024030403071907252.G04	5500024030403071907252.G04	662
5500024030403071907252.G05	5500024030403071907252.G05	662
5500024030403071907252.G06	5500024030403071907252.G06	662
5500024030403071907252.G07	5500024030403071907252.G07	663
5500024030403071907252.G09	5500024030403071907252.G09	663
5500024030403071907252.G10	5500024030403071907252.G10	663
5500024030403071907252.G11	5500024030403071907252.G11	663
5500024030403071907252.G12	5500024030403071907252.G12	663
5500024030403071907252.H02	5500024030403071907252.H02	662
5500024030403071907252.H03	5500024030403071907252.H03	662
5500024030403071907252.H04	5500024030403071907252.H04	662
5500024030403071907252.H05	5500024030403071907252.H05	662
5500024030403071907252.H06	5500024030403071907252.H06	662
5500024030403071907252.H08	5500024030403071907252.H08	663
5500024030403071907252.H09	5500024030403071907252.H09	663
5500024030403071907252.H10	5500024030403071907252.H10	663
5500024030403071907252.H11	5500024030403071907252.H11	663
5500024030403071907252.H12	5500024030403071907252.H12	663
5500024030403071907256.A01	5500024030403071907256.A01	672
5500024030403071907256.A02	5500024030403071907256.A02	672
5500024030403071907256.A03	5500024030403071907256.A03	672
5500024030403071907256.A04	5500024030403071907256.A04	672
5500024030403071907256.A05	5500024030403071907256.A05	672
5500024030403071907256.A07	5500024030403071907256.A07	673
5500024030403071907256.A08	5500024030403071907256.A08	673
5500024030403071907256.A09	5500024030403071907256.A09	673
5500024030403071907256.A10	5500024030403071907256.A10	673
5500024030403071907256.A11	5500024030403071907256.A11	673
5500024030403071907256.B01	5500024030403071907256.B01	672
5500024030403071907256.B02	5500024030403071907256.B02	672
5500024030403071907256.B03	5500024030403071907256.B03	672
5500024030403071907256.B04	5500024030403071907256.B04	672
5500024030403071907256.B06	5500024030403071907256.B06	672
5500024030403071907256.B07	5500024030403071907256.B07	673
5500024030403071907256.B08	5500024030403071907256.B08	673
5500024030403071907256.B09	5500024030403071907256.B09	673
5500024030403071907256.B10	5500024030403071907256.B10	673
5500024030403071907256.B12	5500024030403071907256.B12	673
5500024030403071907256.C01	5500024030403071907256.C01	672
5500024030403071907256.C02	5500024030403071907256.C02	672
5500024030403071907256.C03	5500024030403071907256.C03	672
5500024030403071907256.C04	5500024030403071907256.C04	672
5500024030403071907256.C05	5500024030403071907256.C05	672
5500024030403071907256.C06	5500024030403071907256.C06	672
5500024030403071907256.C07	5500024030403071907256.C07	673
5500024030403071907256.C08	5500024030403071907256.C08	673
5500024030403071907256.C09	5500024030403071907256.C09	673
5500024030403071907256.C11	5500024030403071907256.C11	673
5500024030403071907256.C12	5500024030403071907256.C12	673
5500024030403071907256.D01	5500024030403071907256.D01	672
5500024030403071907256.D02	5500024030403071907256.D02	672
5500024030403071907256.D03	5500024030403071907256.D03	672
5500024030403071907256.D05	5500024030403071907256.D05	672
5500024030403071907256.D06	5500024030403071907256.D06	672
5500024030403071907256.D07	5500024030403071907256.D07	673
5500024030403071907256.D08	5500024030403071907256.D08	673
5500024030403071907256.D09	5500024030403071907256.D09	673
5500024030403071907256.D11	5500024030403071907256.D11	673
5500024030403071907256.D12	5500024030403071907256.D12	673
5500024030403071907256.F01	5500024030403071907256.F01	672
5500024030403071907256.F02	5500024030403071907256.F02	672
5500024030403071907256.F03	5500024030403071907256.F03	672
5500024030403071907256.F04	5500024030403071907256.F04	672
5500024030403071907256.F05	5500024030403071907256.F05	672
5500024030403071907256.F06	5500024030403071907256.F06	672
5500024030403071907256.F07	5500024030403071907256.F07	673
5500024030403071907256.F08	5500024030403071907256.F08	673
5500024030403071907256.F09	5500024030403071907256.F09	673
5500024030403071907256.F10	5500024030403071907256.F10	673
5500024030403071907256.F11	5500024030403071907256.F11	673
5500024030403071907256.F12	5500024030403071907256.F12	673
5500024030403071907256.G01	5500024030403071907256.G01	672
5500024030403071907256.G03	5500024030403071907256.G03	672
5500024030403071907256.G05	5500024030403071907256.G05	672
5500024030403071907256.G06	5500024030403071907256.G06	672
5500024030403071907256.G07	5500024030403071907256.G07	673
5500024030403071907256.G09	5500024030403071907256.G09	673
5500024030403071907256.G10	5500024030403071907256.G10	673
5500024030403071907256.G11	5500024030403071907256.G11	673
5500024030403071907256.G12	5500024030403071907256.G12	673
5500024030403071907256.H02	5500024030403071907256.H02	672
5500024030403071907256.H03	5500024030403071907256.H03	672
5500024030403071907256.H04	5500024030403071907256.H04	672
5500024030403071907256.H05	5500024030403071907256.H05	672
5500024030403071907256.H06	5500024030403071907256.H06	672
5500024030403071907256.H08	5500024030403071907256.H08	673
5500024030403071907256.H09	5500024030403071907256.H09	673
5500024030403071907256.H10	5500024030403071907256.H10	673
5500024030403071907256.H11	5500024030403071907256.H11	673
5500024030700072107987.A01	5500024030700072107987.A01	660
5500024030700072107987.A02	5500024030700072107987.A02	660
5500024030700072107987.A03	5500024030700072107987.A03	660
5500024030700072107987.A07	5500024030700072107987.A07	661
5500024030700072107987.A08	5500024030700072107987.A08	661
5500024030700072107987.A09	5500024030700072107987.A09	661
5500024030700072107987.A10	5500024030700072107987.A10	661
5500024030700072107987.B01	5500024030700072107987.B01	660
5500024030700072107987.B02	5500024030700072107987.B02	660
5500024030700072107987.B03	5500024030700072107987.B03	660
5500024030700072107987.B04	5500024030700072107987.B04	660
5500024030700072107987.B06	5500024030700072107987.B06	660
5500024030700072107987.B07	5500024030700072107987.B07	661
5500024030700072107987.B08	5500024030700072107987.B08	661
5500024030700072107987.B09	5500024030700072107987.B09	661
5500024030700072107987.B10	5500024030700072107987.B10	661
5500024030700072107987.B12	5500024030700072107987.B12	661
5500024030700072107987.C01	5500024030700072107987.C01	660
5500024030700072107987.C02	5500024030700072107987.C02	660
5500024030700072107987.C03	5500024030700072107987.C03	660
5500024030700072107987.C04	5500024030700072107987.C04	660
5500024030700072107987.C05	5500024030700072107987.C05	660
5500024030700072107987.C06	5500024030700072107987.C06	660
5500024030700072107987.C07	5500024030700072107987.C07	661
5500024030700072107987.C08	5500024030700072107987.C08	661
5500024030700072107987.C09	5500024030700072107987.C09	661
5500024030700072107987.C10	5500024030700072107987.C10	661
5500024030700072107987.C11	5500024030700072107987.C11	661
5500024030700072107987.C12	5500024030700072107987.C12	661
5500024030700072107987.D01	5500024030700072107987.D01	660
5500024030700072107987.D02	5500024030700072107987.D02	660
5500024030700072107987.D03	5500024030700072107987.D03	660
5500024030700072107987.D05	5500024030700072107987.D05	660
5500024030700072107987.D06	5500024030700072107987.D06	660
5500024030700072107987.D07	5500024030700072107987.D07	661
5500024030700072107987.D08	5500024030700072107987.D08	661
5500024030700072107987.D09	5500024030700072107987.D09	661
5500024030700072107987.D11	5500024030700072107987.D11	661
5500024030700072107987.D12	5500024030700072107987.D12	661
5500024030700072107987.F01	5500024030700072107987.F01	660
5500024030700072107987.F02	5500024030700072107987.F02	660
5500024030700072107987.F03	5500024030700072107987.F03	660
5500024030700072107987.F04	5500024030700072107987.F04	660
5500024030700072107987.F05	5500024030700072107987.F05	660
5500024030700072107987.F06	5500024030700072107987.F06	660
5500024030700072107987.F07	5500024030700072107987.F07	661
5500024030700072107987.F08	5500024030700072107987.F08	661
5500024030700072107987.F09	5500024030700072107987.F09	661
5500024030700072107987.F10	5500024030700072107987.F10	661
5500024030700072107987.F11	5500024030700072107987.F11	661
5500024030700072107987.F12	5500024030700072107987.F12	661
5500024030700072107987.G01	5500024030700072107987.G01	660
5500024030700072107987.G03	5500024030700072107987.G03	660
5500024030700072107987.G04	5500024030700072107987.G04	660
5500024030700072107987.G06	5500024030700072107987.G06	660
5500024030700072107987.G07	5500024030700072107987.G07	661
5500024030700072107987.G09	5500024030700072107987.G09	661
5500024030700072107987.G10	5500024030700072107987.G10	661
5500024030700072107987.G11	5500024030700072107987.G11	661
5500024030700072107987.G12	5500024030700072107987.G12	661
5500024030700072107987.H02	5500024030700072107987.H02	660
5500024030700072107987.H03	5500024030700072107987.H03	660
5500024030700072107987.H04	5500024030700072107987.H04	660
5500024030700072107987.H05	5500024030700072107987.H05	660
5500024030700072107987.H06	5500024030700072107987.H06	660
5500024030700072107987.H08	5500024030700072107987.H08	661
5500024030700072107987.H09	5500024030700072107987.H09	661
5500024030700072107987.H10	5500024030700072107987.H10	661
5500024030700072107987.H11	5500024030700072107987.H11	661
5500024030700072107987.H12	5500024030700072107987.H12	661
5500024030700072107988.A02	5500024030700072107988.A02	656
5500024030700072107988.A03	5500024030700072107988.A03	656
5500024030700072107988.A05	5500024030700072107988.A05	656
5500024030700072107988.A07	5500024030700072107988.A07	657
5500024030700072107988.A08	5500024030700072107988.A08	657
5500024030700072107988.A09	5500024030700072107988.A09	657
5500024030700072107988.A10	5500024030700072107988.A10	657
5500024030700072107988.A11	5500024030700072107988.A11	657
5500024030700072107988.B01	5500024030700072107988.B01	656
5500024030700072107988.B03	5500024030700072107988.B03	656
5500024030700072107988.B04	5500024030700072107988.B04	656
5500024030700072107988.B06	5500024030700072107988.B06	656
5500024030700072107988.B07	5500024030700072107988.B07	657
5500024030700072107988.B08	5500024030700072107988.B08	657
5500024030700072107988.B09	5500024030700072107988.B09	657
5500024030700072107988.B10	5500024030700072107988.B10	657
5500024030700072107988.B12	5500024030700072107988.B12	657
5500024030700072107988.C01	5500024030700072107988.C01	656
5500024030700072107988.C02	5500024030700072107988.C02	656
5500024030700072107988.C03	5500024030700072107988.C03	656
5500024030700072107988.C04	5500024030700072107988.C04	656
5500024030700072107988.C05	5500024030700072107988.C05	656
5500024030700072107988.C06	5500024030700072107988.C06	656
5500024030700072107988.C07	5500024030700072107988.C07	657
5500024030700072107988.C08	5500024030700072107988.C08	657
5500024030700072107988.C09	5500024030700072107988.C09	657
5500024030700072107988.C10	5500024030700072107988.C10	657
5500024030700072107988.C11	5500024030700072107988.C11	657
5500024030700072107988.C12	5500024030700072107988.C12	657
5500024030700072107988.D01	5500024030700072107988.D01	656
5500024030700072107988.D02	5500024030700072107988.D02	656
5500024030700072107988.D03	5500024030700072107988.D03	656
5500024030700072107988.D05	5500024030700072107988.D05	656
5500024030700072107988.D06	5500024030700072107988.D06	656
5500024030700072107988.D07	5500024030700072107988.D07	657
5500024030700072107988.D08	5500024030700072107988.D08	657
5500024030700072107988.D09	5500024030700072107988.D09	657
5500024030700072107988.D11	5500024030700072107988.D11	657
5500024030700072107988.D12	5500024030700072107988.D12	657
5500024030700072107988.F01	5500024030700072107988.F01	656
5500024030700072107988.F02	5500024030700072107988.F02	656
5500024030700072107988.F03	5500024030700072107988.F03	656
5500024030700072107988.F04	5500024030700072107988.F04	656
5500024030700072107988.F05	5500024030700072107988.F05	656
5500024030700072107988.F06	5500024030700072107988.F06	656
5500024030700072107988.F07	5500024030700072107988.F07	657
5500024030700072107988.F09	5500024030700072107988.F09	657
5500024030700072107988.F10	5500024030700072107988.F10	657
5500024030700072107988.F11	5500024030700072107988.F11	657
5500024030700072107988.F12	5500024030700072107988.F12	657
5500024030700072107988.G01	5500024030700072107988.G01	656
5500024030700072107988.G03	5500024030700072107988.G03	656
5500024030700072107988.G04	5500024030700072107988.G04	656
5500024030700072107988.G05	5500024030700072107988.G05	656
5500024030700072107988.G06	5500024030700072107988.G06	656
5500024030700072107988.G07	5500024030700072107988.G07	657
5500024030700072107988.G09	5500024030700072107988.G09	657
5500024030700072107988.G10	5500024030700072107988.G10	657
5500024030700072107988.G11	5500024030700072107988.G11	657
5500024030700072107988.G12	5500024030700072107988.G12	657
5500024030700072107988.H02	5500024030700072107988.H02	656
5500024030700072107988.H03	5500024030700072107988.H03	656
5500024030700072107988.H04	5500024030700072107988.H04	656
5500024030700072107988.H05	5500024030700072107988.H05	656
5500024030700072107988.H06	5500024030700072107988.H06	656
5500024030700072107988.H08	5500024030700072107988.H08	657
5500024030700072107988.H09	5500024030700072107988.H09	657
5500024030700072107988.H10	5500024030700072107988.H10	657
5500024030700072107988.H11	5500024030700072107988.H11	657
5500024030700072107994.A01	5500024030700072107994.A01	646
5500024030700072107994.A02	5500024030700072107994.A02	646
5500024030700072107994.A03	5500024030700072107994.A03	646
5500024030700072107994.A04	5500024030700072107994.A04	646
5500024030700072107994.A05	5500024030700072107994.A05	646
5500024030700072107994.A07	5500024030700072107994.A07	647
5500024030700072107994.A08	5500024030700072107994.A08	647
5500024030700072107994.A09	5500024030700072107994.A09	647
5500024030700072107994.A10	5500024030700072107994.A10	647
5500024030700072107994.B01	5500024030700072107994.B01	646
5500024030700072107994.B02	5500024030700072107994.B02	646
5500024030700072107994.B03	5500024030700072107994.B03	646
5500024030700072107994.B04	5500024030700072107994.B04	646
5500024030700072107994.B06	5500024030700072107994.B06	646
5500024030700072107994.B07	5500024030700072107994.B07	647
5500024030700072107994.B08	5500024030700072107994.B08	647
5500024030700072107994.B09	5500024030700072107994.B09	647
5500024030700072107994.B10	5500024030700072107994.B10	647
5500024030700072107994.B12	5500024030700072107994.B12	647
5500024030700072107994.C01	5500024030700072107994.C01	646
5500024030700072107994.C02	5500024030700072107994.C02	646
5500024030700072107994.C03	5500024030700072107994.C03	646
5500024030700072107994.C04	5500024030700072107994.C04	646
5500024030700072107994.C05	5500024030700072107994.C05	646
5500024030700072107994.C07	5500024030700072107994.C07	647
5500024030700072107994.C08	5500024030700072107994.C08	647
5500024030700072107994.C09	5500024030700072107994.C09	647
5500024030700072107994.C10	5500024030700072107994.C10	647
5500024030700072107994.C11	5500024030700072107994.C11	647
